what,kind,bundleId,bundleVersion,description,time
opened,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1332218921207
activated,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1332218921243
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332218921277
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332218925516
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332218929104
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1332218931906
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1332218932989
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1332218952102
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1332218966907
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332218972443
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332218981694
activated,view,org.eclipse.php.ui,3.0.1.v201201110400,"org.eclipse.php.ui.explorer",1332218985897
opened,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1332218986104
activated,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1332218986145
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1332218999203
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1332219025914
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332220240896
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332231177914
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332231305778
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332231532708
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332231536107
activated,perspective,org.eclipse.php.ui,,"org.eclipse.php.perspective",1332232827365
started,bundle,org.eclipse.osgi,3.6.0.v20100517,"org.eclipse.osgi",1332232827367
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20100503,"org.eclipse.equinox.simpleconfigurator",1332232827399
started,bundle,com.ibm.icu,4.2.1.v20100412,"com.ibm.icu",1332232827414
started,bundle,org.eclipse.core.contenttype,3.4.100.v20100505-1235,"org.eclipse.core.contenttype",1332232827436
started,bundle,org.eclipse.core.databinding.observable,1.3.0.I20100601-0800,"org.eclipse.core.databinding.observable",1332232827506
started,bundle,org.eclipse.core.expressions,3.4.200.v20100505,"org.eclipse.core.expressions",1332232827516
started,bundle,org.eclipse.core.filebuffers,3.5.100.v20100520-0800,"org.eclipse.core.filebuffers",1332232827529
started,bundle,org.eclipse.core.filesystem,1.3.0.v20100526-0737,"org.eclipse.core.filesystem",1332232827542
started,bundle,org.eclipse.core.jobs,3.5.0.v20100515,"org.eclipse.core.jobs",1332232827548
started,bundle,org.eclipse.core.net,1.2.100.I20100511-0800,"org.eclipse.core.net",1332232827579
started,bundle,org.eclipse.core.resources,3.6.0.v20100526-0737,"org.eclipse.core.resources",1332232827589
started,bundle,org.eclipse.core.runtime,3.6.0.v20100505,"org.eclipse.core.runtime",1332232827612
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1332232827624
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20100517,"org.eclipse.core.runtime.compatibility.auth",1332232827632
started,bundle,org.eclipse.debug.core,3.6.0.v20100519,"org.eclipse.debug.core",1332232827658
started,bundle,org.eclipse.dltk.core,2.0.0.v20100603-0936,"org.eclipse.dltk.core",1332232827675
started,bundle,org.eclipse.dltk.core.index.sql,2.0.0.v20100616-2015,"org.eclipse.dltk.core.index.sql",1332232827689
started,bundle,org.eclipse.dltk.launching,2.0.0.v20100524-0038,"org.eclipse.dltk.launching",1332232827711
started,bundle,org.eclipse.dltk.rse.core,2.0.0.v20100115-2213,"org.eclipse.dltk.rse.core",1332232827711
started,bundle,org.eclipse.dltk.rse.ui,2.0.0.v20100115-2213,"org.eclipse.dltk.rse.ui",1332232827716
started,bundle,org.eclipse.dltk.ui,2.0.0.v20100603-0936,"org.eclipse.dltk.ui",1332232827758
started,bundle,org.eclipse.dltk.validators.core,1.0.0.v20100524-0038,"org.eclipse.dltk.validators.core",1332232827793
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.0.R201005261100,"org.eclipse.epp.usagedata.gathering",1332232827794
started,bundle,org.eclipse.epp.usagedata.recording,1.3.0.R201005261100,"org.eclipse.epp.usagedata.recording",1332232827809
started,bundle,org.eclipse.equinox.app,1.3.0.v20100512,"org.eclipse.equinox.app",1332232827829
started,bundle,org.eclipse.equinox.common,3.6.0.v20100503,"org.eclipse.equinox.common",1332232827853
started,bundle,org.eclipse.equinox.ds,1.2.0.v20100507,"org.eclipse.equinox.ds",1332232827892
started,bundle,org.eclipse.equinox.event,1.2.0.v20100503,"org.eclipse.equinox.event",1332232828141
started,bundle,org.eclipse.equinox.p2.core,2.0.0.v20100510,"org.eclipse.equinox.p2.core",1332232828150
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.200.v20100601,"org.eclipse.equinox.p2.directorywatcher",1332232828168
started,bundle,org.eclipse.equinox.p2.engine,2.0.0.v20100606,"org.eclipse.equinox.p2.engine",1332232828249
started,bundle,org.eclipse.equinox.p2.metadata,2.0.0.v20100601,"org.eclipse.equinox.p2.metadata",1332232828371
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.1.0.v20100513,"org.eclipse.equinox.p2.metadata.repository",1332232828376
started,bundle,org.eclipse.equinox.p2.operations,2.0.0.v20100510,"org.eclipse.equinox.p2.operations",1332232828395
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.0.v20100525,"org.eclipse.equinox.p2.reconciler.dropins",1332232828427
started,bundle,org.eclipse.equinox.p2.repository,2.0.0.v20100519,"org.eclipse.equinox.p2.repository",1332232828456
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.0.v20100507-1815,"org.eclipse.equinox.p2.ui.sdk.scheduler",1332232828457
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.100.v20100503a,"org.eclipse.equinox.p2.updatechecker",1332232828470
started,bundle,org.eclipse.equinox.preferences,3.3.0.v20100503,"org.eclipse.equinox.preferences",1332232828494
started,bundle,org.eclipse.equinox.registry,3.5.0.v20100503,"org.eclipse.equinox.registry",1332232828515
started,bundle,org.eclipse.equinox.security,1.0.200.v20100503,"org.eclipse.equinox.security",1332232828577
started,bundle,org.eclipse.equinox.util,1.0.200.v20100503,"org.eclipse.equinox.util",1332232828585
started,bundle,org.eclipse.help,3.5.0.v20100524,"org.eclipse.help",1332232828613
started,bundle,org.eclipse.jdt.core,3.6.0.v_A58,"org.eclipse.jdt.core",1332232828643
started,bundle,org.eclipse.jdt.launching,3.5.100.v20100526,"org.eclipse.jdt.launching",1332232828687
started,bundle,org.eclipse.jface,3.6.0.I20100601-0800,"org.eclipse.jface",1332232828708
started,bundle,org.eclipse.jsch.core,1.1.200.I20100505-1245,"org.eclipse.jsch.core",1332232828719
started,bundle,org.eclipse.ltk.core.refactoring,3.5.100.v20100526-0800,"org.eclipse.ltk.core.refactoring",1332232828741
started,bundle,org.eclipse.mylyn.commons.net,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.net",1332232828741
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1332232828782
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.monitor.ui",1332232828805
started,bundle,org.eclipse.php.core,2.2.0.v20100616-1900,"org.eclipse.php.core",1332232828817
started,bundle,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui",1332232828854
started,bundle,org.eclipse.rse.core,3.1.100.v201003151933,"org.eclipse.rse.core",1332232828854
started,bundle,org.eclipse.rse.services,3.2.0.v201006041352,"org.eclipse.rse.services",1332232828913
started,bundle,org.eclipse.rse.ui,3.1.100.v201005282245,"org.eclipse.rse.ui",1332232828938
started,bundle,org.eclipse.team.core,3.5.100.I20100527-0800,"org.eclipse.team.core",1332232828961
started,bundle,org.eclipse.team.cvs.core,3.3.300.I20100526-0800,"org.eclipse.team.cvs.core",1332232828976
started,bundle,org.eclipse.team.cvs.ui,3.3.300.I20100526-0800,"org.eclipse.team.cvs.ui",1332232829026
started,bundle,org.eclipse.team.ui,3.5.100.I20100527-0800,"org.eclipse.team.ui",1332232829073
started,bundle,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui",1332232829094
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1332232829134
started,bundle,org.eclipse.ui.editors,3.6.0.v20100520-0800,"org.eclipse.ui.editors",1332232829153
started,bundle,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.ui.ide",1332232829182
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1332232829190
started,bundle,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views",1332232829201
started,bundle,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"org.eclipse.ui.workbench",1332232829214
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.workbench.texteditor",1332232829242
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1332232829248
started,bundle,org.eclipse.wst.common.frameworks,1.2.0.v201003040800,"org.eclipse.wst.common.frameworks",1332232829261
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.100.v201005190114,"org.eclipse.wst.common.project.facet.core",1332232829261
started,bundle,org.eclipse.wst.common.uriresolver,1.1.401.v201004280700,"org.eclipse.wst.common.uriresolver",1332232829282
started,bundle,org.eclipse.wst.css.core,1.1.400.v201005261534,"org.eclipse.wst.css.core",1332232829306
started,bundle,org.eclipse.wst.dtd.core,1.1.400.v201004290328,"org.eclipse.wst.dtd.core",1332232829342
started,bundle,org.eclipse.wst.html.core,1.1.400.v201005261534,"org.eclipse.wst.html.core",1332232829356
started,bundle,org.eclipse.wst.html.ui,1.0.500.v201006030742,"org.eclipse.wst.html.ui",1332232829643
started,bundle,org.eclipse.wst.jsdt.core,1.1.0.v201006030738,"org.eclipse.wst.jsdt.core",1332232829660
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.200.v201004150600,"org.eclipse.wst.jsdt.manipulation",1332232829685
started,bundle,org.eclipse.wst.jsdt.ui,1.1.0.v201005200157,"org.eclipse.wst.jsdt.ui",1332232829685
started,bundle,org.eclipse.wst.sse.core,1.1.500.v201006020308,"org.eclipse.wst.sse.core",1332232829711
started,bundle,org.eclipse.wst.sse.ui,1.2.0.v201006030742,"org.eclipse.wst.sse.ui",1332232829724
started,bundle,org.eclipse.wst.validation,1.2.200.v201005271900,"org.eclipse.wst.validation",1332232829724
started,bundle,org.eclipse.wst.xml.core,1.1.500.v201005271618,"org.eclipse.wst.xml.core",1332232829741
started,bundle,org.eclipse.wst.xsd.core,1.1.501.v201004110600,"org.eclipse.wst.xsd.core",1332232829781
started,bundle,org.eclipse.wst.xsl.core,1.1.0.v201004290328,"org.eclipse.wst.xsl.core",1332232829791
os,sysinfo,,,"win32",1332232829796
arch,sysinfo,,,"x86",1332232829796
ws,sysinfo,,,"win32",1332232829796
locale,sysinfo,,,"zh_CN",1332232829796
processors,sysinfo,,,"4",1332232829796
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1332232829796
java.runtime.version,sysinfo,,,"1.6.0_27-b07",1332232829796
java.specification.name,sysinfo,,,"Java Platform API Specification",1332232829796
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1332232829796
java.specification.version,sysinfo,,,"1.6",1332232829796
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1332232829796
java.version,sysinfo,,,"1.6.0_27",1332232829796
java.vm.info,sysinfo,,,"mixed mode, sharing",1332232829796
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1332232829796
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1332232829796
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1332232829796
java.vm.specification.version,sysinfo,,,"1.0",1332232829796
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1332232829796
java.vm.version,sysinfo,,,"20.2-b06",1332232829796
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.tasks.ui",1332232829905
started,bundle,org.eclipse.mylyn.team.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.team.ui",1332232829917
started,bundle,org.eclipse.php.debug.daemon,2.2.0.v20100616-1900,"org.eclipse.php.debug.daemon",1332232829921
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1332232829953
started,bundle,org.eclipse.update.core,3.2.400.v20100512,"org.eclipse.update.core",1332232829997
started,bundle,org.eclipse.wst.xsl.exslt.core,1.0.0.v201005240426,"org.eclipse.wst.xsl.exslt.core",1332232830152
started,bundle,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui",1332232830230
started,bundle,org.eclipse.php.server.core,2.2.0.v20100616-1900,"org.eclipse.php.server.core",1332232830250
started,bundle,org.eclipse.wst.internet.cache,1.0.400.v201004280700,"org.eclipse.wst.internet.cache",1332232830472
started,bundle,org.eclipse.php.debug.core,2.2.0.v20100616-1900,"org.eclipse.php.debug.core",1332232830501
started,bundle,org.eclipse.php.debug.ui,2.2.0.v20100616-1900,"org.eclipse.php.debug.ui",1332232831662
started,bundle,org.eclipse.jdt.core.manipulation,1.3.0.v20100520-0800,"org.eclipse.jdt.core.manipulation",1332232832888
started,bundle,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui",1332232832932
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1332232848256
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1332232849449
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1332232851832
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1332232858306
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1332232862930
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1332233254931
started,bundle,org.eclipse.wst.xml.ui,1.1.100.v201006030742,"org.eclipse.wst.xml.ui",1332233271376
started,bundle,org.eclipse.wst.jsdt.web.ui,1.0.300.v201006030742,"org.eclipse.wst.jsdt.web.ui",1332233271990
started,bundle,org.eclipse.wst.jsdt.web.core,1.0.300.v201004150625,"org.eclipse.wst.jsdt.web.core",1332233272051
started,bundle,org.eclipse.wst.css.ui,1.0.500.v201004290328,"org.eclipse.wst.css.ui",1332233272948
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1332233273241
started,bundle,org.eclipse.wst.dtd.ui,1.0.500.v201004290328,"org.eclipse.wst.dtd.ui",1332233273374
started,bundle,org.eclipse.emf.common,2.6.0.v20100614-1136,"org.eclipse.emf.common",1332233273417
started,bundle,org.eclipse.compare.core,3.5.100.I20100526-0800,"org.eclipse.compare.core",1332233273514
opened,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1332233273673
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1332233274212
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1332233277489
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1332233319451
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1332233319512
started,bundle,org.eclipse.wst.xsl.ui,1.1.0.v201004290328,"org.eclipse.wst.xsl.ui",1332233327907
opened,editor,org.eclipse.wst.xml.ui,1.1.100.v201006030742,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1332233327965
activated,editor,org.eclipse.wst.xml.ui,1.1.100.v201006030742,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1332233328113
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1332233342035
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1332233349929
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1332233356348
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1332233364176
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1332233382018
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1332233382080
opened,editor,org.eclipse.wst.xml.ui,1.1.100.v201006030742,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1332233382334
activated,editor,org.eclipse.wst.xml.ui,1.1.100.v201006030742,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1332233382444
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1332233387265
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1332233388723
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1332233393529
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1332233405259
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1332233409073
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1332233411939
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1332233423043
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1332233440405
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1332233451272
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1332233455196
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1332233456164
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1332233457374
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1332233459584
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1332233461618
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1332233484097
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1332233485517
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1332233490665
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1332233495018
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1332233497799
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1332233506146
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1332233510304
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1332233510752
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1332233510769
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1332233569978
started,bundle,org.eclipse.wst.server.core,1.1.202.v20100518,"org.eclipse.wst.server.core",1332233570683
started,bundle,org.eclipse.wst.server.ui,1.1.203.v20100601,"org.eclipse.wst.server.ui",1332233571133
started,bundle,org.eclipse.wst.xsl.debug.ui,1.0.100.v201004290328,"org.eclipse.wst.xsl.debug.ui",1332233571171
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1332233574065
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1332233584264
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1332233633171
started,bundle,org.eclipse.dltk.validators.ui,2.0.0.v20091214-1712,"org.eclipse.dltk.validators.ui",1332233633496
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1332233633615
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1332233638654
opened,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1332233642428
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1332233642501
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1332233642598
started,bundle,org.eclipse.emf.ecore,2.6.0.v20100614-1136,"org.eclipse.emf.ecore",1332233643113
started,bundle,org.eclipse.wst.web,1.1.400.v201005270700,"org.eclipse.wst.web",1332233643264
started,bundle,org.eclipse.emf.ecore.xmi,2.5.0.v20100521-1846,"org.eclipse.emf.ecore.xmi",1332233643363
started,bundle,org.eclipse.wst.common.emf,1.2.0.v201005200700,"org.eclipse.wst.common.emf",1332233643370
started,bundle,org.eclipse.jem.util,2.1.0.v201005130500,"org.eclipse.jem.util",1332233643407
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.0.v201004110600,"org.eclipse.wst.common.emfworkbench.integration",1332233643427
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1332233643544
started,bundle,org.eclipse.wst.common.modulecore,1.2.0.v201005200200,"org.eclipse.wst.common.modulecore",1332233643546
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1332233647169
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1332233650595
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1332233651428
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1332233653037
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1332233666908
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1332233675732
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1332233677855
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1332233679720
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1332233681128
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1332233684635
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1332233690137
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1332233706871
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1332233733618
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1332233737410
opened,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1332233750440
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1332233750532
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1332233755195
activated,editor,org.eclipse.wst.xml.ui,1.1.100.v201006030742,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1332233755449
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1332233765513
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1332233768482
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1332233828019
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1332233830215
opened,editor,org.eclipse.ui.editors,3.6.0.v20100520-0800,"org.eclipse.ui.DefaultTextEditor",1332233830455
activated,editor,org.eclipse.ui.editors,3.6.0.v20100520-0800,"org.eclipse.ui.DefaultTextEditor",1332233830522
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1332233838225
opened,editor,org.eclipse.ui.editors,3.6.0.v20100520-0800,"org.eclipse.ui.DefaultTextEditor",1332233838433
activated,editor,org.eclipse.ui.editors,3.6.0.v20100520-0800,"org.eclipse.ui.DefaultTextEditor",1332233838467
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1332233863982
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1332233866911
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1332233875667
